,text
54958,{'Best Picture nominee Lincoln': 'Bill Clinton'}
55080,{'Best Picture nominee Lincoln': 'Bill Clinton'}
55374,{'best motion picture nominee': 'Clinton'}
55685,{'Best Picture nominee Lincoln': 'Bill Clinton'}
55788,{'best picture nominee at': 'Bill Clinton'}
56075,"{'Best Animated Film "" and': 'Outstanding Animation'}"
56130,{'Best Picture nominee Lincoln': 'Bill Clinton'}
56517,{'Best Picture nominee Lincoln': 'Bill Clinton'}
56778,{'Best Picture nominee Lincoln': 'Bill Clinton'}
57893,{'Best Picture nominee Lincoln': 'Bill Clinton'}
59006,{'Best nominee intro Kristen Wig and Will Ferrell': 'Kristen Wig'}
59177,{'Best Motion Picture - Drama': 'Clinton'}
59266,{'Best Actress': 'Best Actress'}
59591,{'best nominee introductions ever': 'BestActress'}
60892,{'Best Picture nominee Lincoln': 'Bill Clinton'}
61727,{'Best Actress Comedy Or Musical': 'Jennifer Lawrence'}
62305,{'best acceptance speech ever': 'Jennifer Lawrence'}
62458,{'Best Actor': 'Tina Fey'}
62802,"{'Best Animated Film "" and': 'Outstanding Animation'}"
62896,{'Best Picture nominee Lincoln': 'Bill Clinton'}
63119,{'Best Picture nominee Lincoln': 'Bill Clinton'}
63155,{'Best Picture nominee Lincoln': 'Bill Clinton'}
65603,{'best picture nominee at': 'Bill Clinton'}
66030,{'best film ( drama': 'GoldenGlobes'}
66396,{'best nominee in this category': 'Schmidt'}
67632,{'best picture but I': 'GoldenGlobes'}
67834,"{""best house slave I ' ve ever seen"": 'Sam Jackson'}"
67926,{'Best Picture Golden Globe': 'GoldenGlobes'}
70556,{'best film ( drama': 'GoldenGlobes'}
73187,{'Best Picture nominee Lincoln': 'Bill Clinton'}
73704,{'Best Picture nominee Lincoln': 'Bill Clinton'}
74053,{'best director considering Les Mis': 'Tom Hooper'}
75104,"{'Best Animated Film "" and': 'Outstanding Animation'}"
76784,"{'Best Animated Film "" and': 'Outstanding Animation'}"
77479,{'best - dressed nominee': 'Amanda Seyfried'}
78083,{'best film nominee': 'Jeremy Irons'}
78159,{'best dramatic role during comedy at a musical or awards show': 'Tommy Lee Jones'}
79273,"{'Best Animated Film "" and': 'Outstanding Animation'}"
80896,"{'Best Animated Film "" and': 'Outstanding Animation'}"
81614,{'Best Drama': 'Newsroom'}
83217,{'Best Picture in the Oscars': 'Amour'}
86634,{'best dressed nominee': 'Jlo'}
89468,"{'Best Animated Film "" & amp': 'Outstanding Animation'}"
89690,"{'Best Animated Film "" & amp': 'Outstanding Animation'}"
89934,"{'Best Animated Film "" & amp': 'Outstanding Animation'}"
90086,{'Best Picture nominee Lincoln': 'Bill Clinton'}
90735,{'Best Actress TV series / Drama': 'Claire Danes Best Actress TV'}
92805,"{'Best Group of Bad Asses in a Motion Picture ""': 'GoldenGlobes'}"
92970,{'best drama nominee': 'CGI'}
93324,{'Best Animated film': 'Brave'}
94649,{'Best nominee cutaway of the night': 'Amy Poehler'}
94664,{'Best nominee cutaway of the night': 'Amy Poehler'}
94736,{'Best nominee cutaway of the night': 'Amy Poehler'}
94751,{'Best nominee cutaway of the night': 'Amy Poehler'}
94755,{'Best nominee cutaway of the night': 'Amy Poehler'}
94858,{'Best nominee cutaway of the night': 'Amy Poehler'}
94998,{'Best nominee cutaway of the night': 'Amy Poehler'}
95088,{'Best nominee cutaway of the night': 'Amy Poehler'}
95133,{'Best Actress TV series / Drama': 'Claire Danes Best Actress TV'}
95274,{'Best Picture nominee Lincoln': 'Bill Clinton'}
95337,{'Best nominee cutaway of the night': 'Amy Poehler'}
95413,{'Best nominee cutaway of the night': 'Amy Poehler'}
95470,{'Best nominee cutaway of the night': 'Amy Poehler'}
95472,{'Best nominee cutaway of the night': 'Amy Poehler'}
95521,{'Best nominee cutaway of the night': 'Amy Poehler'}
95670,{'Best nominee cutaway of the night': 'Amy Poehler'}
96233,{'Best nominee cutaway of the night': 'Amy Poehler'}
96485,{'Best nominee cutaway of the night': 'Amy Poehler'}
96527,{'Best nominee cutaway of the night': 'Amy Poehler'}
96957,{'Best nominee cutaway of the night': 'Amy Poehler'}
97091,{'Best nominee cutaway of the night': 'Amy Poehler'}
97355,{'Best nominee cutaway of the night': 'Amy Poehler'}
97367,{'Best nominee cutaway of the night': 'Amy Poehler'}
97490,{'Best nominee cutaway of the night': 'Amy Poehler'}
97573,{'Best nominee cutaway of the night': 'Amy Poehler'}
97657,{'Best nominee cutaway of the night': 'Amy Poehler'}
97767,{'Best nominee cutaway of the night': 'Amy Poehler'}
97807,{'Best nominee cutaway of the night': 'Amy Poehler'}
98023,{'Best nominee cutaway of the night': 'Amy Poehler'}
98162,"{""best actress at next year 's Golden Globes lol"": 'Catfish'}"
98574,"{'Best Animated Film "" & amp': 'Outstanding Animation'}"
99217,{'Best nominee cutaway of the night': 'Amy Poehler'}
99499,{'Best Picture nominee Lincoln': 'Bill Clinton'}
101445,{'Best Animated Feature at the': 'ParaNorman'}
103248,{'Best supporting actress nominee Sofia Vergara is': 'MT Best'}
105412,{'Best Original Song': 'Jon Bon Jovi'}
110355,"{'best Mini - series': ""Jodie Foster 's""}"
111146,{'best show on tv': 'GoldenGlobes'}
111840,{'Best of luck in the future to all others': 'tonight & amp'}
111987,{'Best Directors nominee list the Oscars SHOULD have had': 'Best Directors'}
112227,{'Best Director Oscar and just': 'Ben Affleck'}
112510,"{""Best Director awards and the Academy Awards did n't even"": 'Ben Affleck'}"
112543,"{""best director at the Golden Globes days after learning it was n't nominated"": 'Oscars'}"
112753,{'best director': 'Non - Oscar'}
112794,{'Best Director at the': 'Ben Affleck'}
113297,{'Best Animated Feature Film - Brave': 'AskGlobes'}
113313,{'Best Director': 'Ben Affleck'}
113349,{'best director': 'Non - Oscar'}
114756,{'Best Director Award': 'Ben Affleck'}
114848,{'best director': 'Non - Oscar'}
115521,{'best director at the': 'Ben Affleck'}
115583,"{""best director and you did n't even"": 'Ben Affleck'}"
115748,"{""Best Director ... a category he 's not nominated in at the Oscars"": 'Ben Affleck'}"
115764,"{""Best Director ... a category he 's not nominated in at the Oscars"": 'Ben Affleck'}"
115838,"{""Best Director ... a category he 's not nominated in at the Oscars"": 'Ben Affleck'}"
116056,"{""Best Director ... a category he 's not nominated in at the Oscars"": 'Ben Affleck'}"
116211,{'best director in the': 'Ben Affleck'}
116435,"{""Best Director ... a category he 's not nominated in at the Oscars"": 'Ben Affleck'}"
116571,{'Best Director': 'Ben Affleck'}
116931,"{""Best Director ... a category he 's not nominated in at the Oscars"": 'Ben Affleck'}"
117167,{'best director': 'Ben Affleck'}
117505,{'Best Comedy': 'Smash'}
117509,"{""Best Director ... a category he 's not nominated in at the Oscars"": 'Ben Affleck'}"
117775,"{""Best Director ... a category he 's not nominated in at the Oscars"": 'Ben Affleck'}"
118289,"{""Best Director ... a category he 's not nominated in at the Oscars"": 'Ben Affleck'}"
118438,{'best director at the golden globes': 'ben afleck'}
118930,{'best actress with': 'SO HAPPY'}
119189,{'Best Director': 'he'}
119454,{'Best Director award': 'Oscar'}
119627,"{""Best Director ... a category he 's not nominated in at the Oscars"": 'Ben Affleck'}"
121483,{'Best Picture': 'GoldenGlobes'}
124709,"{""Best Director ... a category he 's not nominated in at the Oscars"": 'Ben Affleck'}"
125022,{'Best Original Song': 'Jon Bon Jovi'}
127667,{'Best Actor Academy Award': 'Jeremy Renner'}
127951,{'best comedy': 'GoldenGlobes'}
130465,{'best song in a motion picture': 'Black Coffins'}
132024,{'best narration in a hockey - based reality show': 'GoldenGlobes'}
132892,{'Best Actress - Musical or Comedy': 'Best Actress - Musical'}
134299,{'Best Motion Picture Comedy or Musical': 'Les Miserables'}
134360,"{""Best Director is n't even nominated"": 'Oscar'}"
134690,{'best picture': 'Skyfall'}
135818,{'Best Song': 'Safe &'}
136246,"{""best poor man 's The Untouchables"": 'Gangster Squad'}"
138204,{'Best Picture': 'Django'}
138468,{'best picture': 'Argo'}
138814,{'best motion picture drama': 'Ben Affleck'}
140047,"{""Best Motion Picture Drama yet it was n't"": 'Argo'}"
141486,"{""best director at the people 's choice & amp"": 'Ben Affleck'}"
142519,{'Best Picture at the Golden Globes but is not even': 'Argo'}
142860,{'best dir at': 'Ben Affleck'}
145831,{'best drama': 'it'}
146955,{'Best Director': 'Ang Lee'}
149622,{'best foreign film': 'GoldenGlobes'}
150382,{'best foreign film': 'GoldenGlobes'}
150449,{'best foreign film': 'GoldenGlobes'}
152259,{'Best Motion Picture Comedy or Musical': 'Les Miserables'}
152549,{'Best nominee cutaway of the night': 'Amy Poehler'}
152706,{'best foreign film': 'GoldenGlobes'}
152786,{'best picture': 'Skyfall'}
